Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Language,Already Enrolled,,,
https://www.edx.org/course/hands-on-training-on-solar-study-lamp-assembly,Hands-on training on Solar Study Lamp Assembly,Missing,4 Weeks,4-5 hours per week,$49 USD,IITBombayX,Energy & Earth Sciences,Intermediate,English,Missing,,,
https://www.edx.org/course/essentials-of-data-literacy,Essentials of Data Literacy,"Learn how to read, work with, and analyze data. Future-proof your career.",4 Weeks,10-20 hours per week,$99 USD,DavidsonX,Data Analysis & Statistics,Introductory,English,Missing,,,
https://www.edx.org/course/modelling-watershed-processes-for-water-resource-management,Modelling Watershed Processes for Water Resource Management,This course brings together the different aspects of the hydrologic cycle and introduces several common watershed modelling techniques for water resource management.,4 Weeks,12-15 hours per week,$160 USD,QueensX,Environmental Studies,Intermediate,English,Missing,,,
https://www.edx.org/course/vulnerable-populations,Vulnerable Populations,Explore the ethics behind global approaches to the care of diverse vulnerable populations in order to provide comprehensive care to all populations within a healthcare system.,2 Weeks,5-10 hours per week,$99 USD,DoaneX,Business & Management,Intermediate,English,Missing,,,
https://www.edx.org/course/plasma-physics-applications,Plasma Physics: Applications,"Learn about plasma applications from nuclear fusion powering the sun, to making integrated circuits, to generating electricity.",10 Weeks,5-6 hours per week,$169 USD,EPFLx,Engineering,Intermediate,English,6337,,,
https://www.edx.org/course/introduction-to-statistics-inference-5,Introduction to Statistics: Inference,Missing,4 Weeks,$25 USD,Missing,Data Analysis & Statistics,Intermediate,English,English,Missing,,,
https://www.edx.org/course/vibrations-and-waves,Vibrations and Waves,"This course offers the you the chance to explore the many aspects of Vibrations and Waves and how they appear in physics, ranging from simple mechanical systems, to the light that we see, and even to the quantum realm.",18 Weeks,12-15 hours per week,$99 USD,MITx,Physics,Intermediate,English,Missing,,,
https://www.edx.org/course/academic-writing-made-easy-2,Academic Writing Made Easy,Struggling with writing an academic text? This MOOC will ease the pain – and make your writing shine.,6 Weeks,2-3 hours per week,$49 USD,TUMx,Language,Intermediate,English,Missing,,,
https://www.edx.org/course/global-warming-science,Global Warming Science,"Learn about the physics, chemistry, biology, and geology of the earth’s climate system.",14 Weeks,2-4 hours per week,$49 USD,MITx,Physics,Intermediate,English,Missing,,,
https://www.edx.org/course/a-resilient-future-science-and-technology-for-disa,A Resilient Future: Science and Technology for Disaster Risk Reduction,Discover how science and technology help us reduce disaster risk and increase resilience.,7 Weeks,2-4 hours per week,$199 USD,EPFLx,Engineering,Advanced,English,7188,,,
https://www.edx.org/course/archeoastronomia-e-orologi-solari-2,Archeoastronomia e Orologi Solari,"Il corso presenta due discipline basate sui medesimi principi geometrici. La prima, l' “Archeoastronomia”, studia l'allineamento astronomico di edifici del passato annesso significato; la seconda, la gnomonica, studia la costruzione degli orologi solari.",6 Weeks,4-6 hours per week,$60 USD,FedericaX,Architecture,Introductory,Italiano,Missing,,,
https://www.edx.org/course/strategie-di-produzione-e-sistemi-di-logistica,Strategie di produzione e sistemi di logistica,Una risposta alle necessità degli studenti che vogliono rafforzare la conoscenza e la comprensione degli aspetti manageriali e tecnici collegati ai processi produttivi e logistici.,5 Weeks,6-8 hours per week,$60 USD,FedericaX,Business & Management,Introductory,Italiano,Missing,,,
https://www.edx.org/course/applied-entrepreneurship-1-design-thinking-for-bus,Applied Entrepreneurship 1: Design Thinking for Business Acceleration,This course is for entrepreneurs who already have a small business and who want to accelerate that business for rapid growth. Learn techniques for innovating fresh ideas using design thinking.,6 Weeks,2-3 hours per week,$149 USD,"UMGC
USMx",Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/matlab-et-octave-pour-debutants,MATLAB et Octave pour débutants,Premiers pas dans MATLAB et Octave avec un regard vers le calcul scientifique.,4 Weeks,5-6 hours per week,$139 USD,EPFLx,Computer Science,Introductory,Français,10933,,,
https://www.edx.org/course/new-horizons-in-chinese-philosophyzhong-guo-zhe-xu,New Horizons in Chinese Philosophy|中国哲学新视野,"This course is an introduction to classical Chinese thoughts advanced by Confucius, Mozi, Laozi, Zhuangzi, Mencius, Xunzi, Hanfeizi and other legalist thinkers. It is designed for those who are interested in philosophy and curious about Chinese culture.",14 Weeks,2-3 hours per week,$49 USD,TsinghuaX,Philosophy & Ethics,Introductory,English,Missing,,,
https://www.edx.org/course/lazernyi-termoiadernyi-sinte,Мощные лазеры и лазерный термоядерный синтез,"Курс посвящен физическим основам лазерного термоядерного синтеза, одному из перспективных и быстро развивающихся направлений в решении проблемы создания неограниченных экологически чистых источников энергии.",6 Weeks,2-3 hours per week,$49 USD,MEPhIx,Physics,Introductory,Русский,Missing,,,
https://www.edx.org/course/sustainable-urban-environments,Sustainable Urban Environments,Missing,6 Weeks,2-4 hours per week,"₹3,743",TrinityX,Environmental Studies,Introductory,English,Missing,,,
https://www.edx.org/course/gestion-territorial-y-gobernabilidad-para-el-turis,Gestión Territorial y Gobernabilidad para el Turismo en Colombia,"El reto de los territorios, es organizar este posconflicto a través de actividades productivas con los ciudadanos, y entre ellas el Sector Turismo es estratégico para el desarrollo.",6 Weeks,14-15 hours per week,$49 USD,JaverianaX,Social Sciences,Intermediate,Español,Missing,,,
https://www.edx.org/course/symmetry-structure-and-tensor-properties-of-materi,"Symmetry, Structure and Tensor Properties of Materials",Missing,4 Weeks,8-10 hours per week,$100 USD,MITx,Engineering,Intermediate,English,Missing,,,
https://www.edx.org/course/practical-improvement-science-in-health-care-a-roa,Practical Improvement Science in Health Care: A Roadmap for Getting Results,Missing,7 Weeks,2-5 hours per week,$99 USD,HarvardX,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/implant-dentistry,Implant Dentistry,"Learn Implant Dentistry from world-class specialists and researchers! Join the state of art in the biology, the technology and clinical management in implant dentistry today!",5 Weeks,2-5 hours per week,$99 USD,HKUx,Medicine,Introductory,English,Missing,,,
https://www.edx.org/course/branding-como-convertirte-en-una-gran-marca,Branding: ¿cómo convertirte en una gran marca?,Missing,5 Weeks,9-10 hours per week,$49 USD,JaverianaX,Business & Management,Introductory,Español,Missing,,,
https://www.edx.org/course/introduccion-a-la-gestion-de-proyectos,Introducción a la gestión de proyectos,Curso de introducción a la gestión de proyectos (project management) siguiendo la metodología del Project Management Institute (www.pmi.org).,5 Weeks,4-5 hours per week,$50 USD,UPValenciaX,Business & Management,Introductory,Español,77675,,,
https://www.edx.org/course/explorer-lespace-des-humains-une-introduction-a-la,Explorer l’espace des humains: une introduction à la géographicité,"Explorer comment la géographie, la cartographie, l’urbanisation et la justice spatiale jouent un rôle dans la compréhension de l’espace des humains et des sociétés.",10 Weeks,4-5 hours per week,"₹10,406",EPFLx,Social Sciences,Introductory,Français,Missing,,,
https://www.edx.org/course/laboratorio-di-programmazione-strumenti-e-progra-2,Laboratorio di programmazione: strumenti e programmi,Impara a sviluppare dei programmi dinamici e interattivi usando il linguaggio Fortran e il linguaggio C.,10 Weeks,8-10 hours per week,$60 USD,FedericaX,Computer Science,Intermediate,Italiano,Missing,,,
https://www.edx.org/course/the-great-war-and-modern-philosophy,The Great War and Modern Philosophy,Missing,8 Weeks,6-7 hours per week,$49 USD,KULeuvenX,Humanities,Intermediate,English,Missing,,,
https://www.edx.org/course/signals-and-systems-part-1,"Signals and Systems, Part 1",Missing,10 Weeks,4-6 hours per week,$49 USD,IITBombayX,Electronics,Intermediate,English,Missing,,,
https://www.edx.org/course/perdon-y-reconciliacion-como-sanar-heridas,Perdón y reconciliación: cómo sanar heridas,"Aprende las herramientas básicas, teóricas y prácticas para perdonar y sanar heridas mediante la reconciliación. Este curso en línea ofrecerá propuestas de colaboración y dialogo entre actores enfrentados.",7 Weeks,5-6 hours per week,$49 USD,JaverianaX,Social Sciences,Introductory,Español,Missing,,,
https://www.edx.org/course/iot-device-configuration-and-communication-c-editi,IoT Device Configuration and Communication: C Edition,Missing,4 Weeks,2-3 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/how-to-write-a-novel-edit-revise,How to Write a Novel: Edit & Revise,"Discover story analysis strategies and rewriting tools, develop a concrete plan for creating a more accomplished draft and explore what it takes to attract agents, editors and readers.",6 Weeks,4-8 hours per week,$295 USD,UBCx,Humanities,Intermediate,English,Missing,,,
https://www.edx.org/course/well-and-able-improving-the-physical-health-of-peo,Well and Able - Improving the Physical Health of People with Intellectual Disability,Learn how to help those with intellectual disability achieve better health.,5 Weeks,1-2 hours per week,$59 USD,UQx,Social Sciences,Introductory,English,5467,,,
https://www.edx.org/course/teaching-historical-inquiry-with-objects,Teaching Historical Inquiry with Objects,This course will give middle and high school history teachers new techniques to engage and motivate students with an inquiry-based approach to learning.,6 Weeks,1-3 hours per week,$50 USD,SmithsonianX,Education & Teacher Training,Introductory,English,6753,,,
https://www.edx.org/course/introduction-a-limmunologie,Introduction a l'immunologie,Missing,14 Weeks,5-7 hours per week,$49 USD,EPFLx,Biology & Life Sciences,Intermediate,Français,Missing,,,
https://www.edx.org/course/introduction-to-python-fundamentals-2,Introduction to Python: Fundamentals,"Build on what you learned in the ""Introduction to Python: Absolute Beginner"" course, and dig into data structure basics.",5 Weeks,3-4 hours per week,$99 USD,Microsoft,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/cognitive-neuroscience-robotics-part-a,Cognitive Neuroscience Robotics – Part A,Missing,4 Weeks,3-4 hours per week,$49 USD,OsakaUx,Social Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/data-models-and-decisions-in-business-analytics,"Data, Models and Decisions in Business Analytics",Learn fundamental tools and techniques for using data towards making business decisions in the face of uncertainty.,12 Weeks,8-10 hours per week,$249 USD,ColumbiaX,Business & Management,Advanced,English,34855,,,
https://www.edx.org/course/waves-optics,Waves & Optics,Missing,4 Weeks,$50 USD,Missing,Math,Intermediate,English,English,Missing,,,
https://www.edx.org/course/nuove-tecnologie-digitali,Nuove tecnologie digitali,"Un corso che ti avvicinerà alle diverse tematiche del digitale. Un viaggio attraverso le principali teorie dell’informazione e delle varie opportunità che il Web offre, dall’uso delle reti telematiche alla diffusione delle reti sociali.",5 Weeks,4-6 hours per week,$60 USD,FedericaX,Computer Science,Introductory,Italiano,Missing,,,
https://www.edx.org/course/fiber-optic-communications,Fiber Optic Communications,"Learn about the fundamentals of fiber optic communications, with emphasis on the historical background, current practice, and future directions.",5 Weeks,7-9 hours per week,"₹56,149",PurdueX,Engineering,Advanced,English,Missing,,,
https://www.edx.org/course/ap-physics-2-part-3-optics-and-modern-physics,AP® Physics 2 - Part 3: Optics and Modern Physics,Missing,4 Weeks,2-4 hours per week,$49 USD,RICEx,Physics,Introductory,English,Missing,,,
https://www.edx.org/course/el-metodo-de-ciencia-de-datos,El método de ciencia de datos,"Aprende sobre la metodología, las prácticas y los requisitos detrás de la ciencia de datos para comprender mejor cómo resolver problemas con datos y garantizar que los datos sean relevantes y manipulados adecuadamente para abordar una variedad de proyectos y escenarios organizacionales del mundo real.",7 Weeks,3-7 hours per week,$39 USD,IBM,Data Analysis & Statistics,Introductory,Español,Missing,,,
https://www.edx.org/course/structuring-business-agreements-for-success,Structuring Business Agreements for Success,Missing,5 Weeks,2-3 hours per week,$49 USD,CornellX,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/it-fundamentals-for-business-professionals-program,IT Fundamentals for Business Professionals: Programming,Working with Information Technology (IT) without the necessary background? Learn the fundamentals of software programming,4 Weeks,3-6 hours per week,$75 USD,UPValenciaX,Computer Science,Introductory,English,13361,,,
https://www.edx.org/course/fundamentos-de-comunicaciones-opticas,Fundamentos de Comunicaciones Ópticas,"Se tratan conceptos básicos de las comunicaciones ópticas como el guiado, los modos, la atenuación o la dispersión y el diseño de sistemas.",8 Weeks,3-4 hours per week,$49 USD,UPValenciaX,Engineering,Intermediate,Español,8024,,,
https://www.edx.org/course/como-implantar-grupos-de-mejora-de-procesos,Cómo implantar grupos de mejora de procesos,"Aprende las fases de la mejora de procesos, las características del equipo de trabajo ideal y técnicas para implementar grupos de resolución de problemas.",8 Weeks,3-4 hours per week,$150 USD,UPValenciaX,Business & Management,Introductory,Español,27756,,,
https://www.edx.org/course/introduccion-a-la-factura-electronica-2,Introducción a la factura electrónica,"Conoce los beneficios de la facturación electrónica. La implementación de la misma, busca facilitar la relación entre quienes facturan electrónicamente y quienes adquieren bienes que son facturados por ese medio.",4 Weeks,3-4 hours per week,$49.90 USD,logycaX,Economics & Finance,Intermediate,Español,5381,,,
https://www.edx.org/course/deal-structures-in-project-finance,Deal Structures in Project Finance,Learn how to classify projects by deal structure and customer type by examining global PPP mega-deals.,3 Weeks,1-2 hours per week,"₹14,149",NYIF,Economics & Finance,Introductory,English,Missing,,,
https://www.edx.org/course/real-time-bluetooth-networks-shape-the-world,Real-Time Bluetooth Networks - Shape the World,Missing,7 Weeks,8-10 hours per week,$49 USD,UTAustinX,Computer Science,Intermediate,English,26369,,,
https://www.edx.org/course/urban-infrastructure-management,Urban Infrastructure Management,Learn the principles of managing urban infrastructure systems – the complex socio-technical systems that provide basic services to more than 50% of the world’s population.,4–6 hours per week,$49 USD,Missing,Business & Management,Introductory,English,"English, Français",https://prod-discovery.edx-cdn.org/media/course/image/696dfc26-04dd-45c3-9b71-30b1a3d63f8b-0b5821f3ad67.small.jpg,6270,,
https://www.edx.org/course/cement-chemistry-and-sustainable-cementitious-mate,Cement Chemistry and Sustainable Cementitious Materials,Learn the basics of cement chemistry and laboratory best practices for assessment of its key properties.,6 Weeks,3-4 hours per week,$199 USD,EPFLx,Physics,Intermediate,English,5651,,,
https://www.edx.org/course/principles-of-biomanufacturing-using-biotechnology,Principles of Biomanufacturing: Using Biotechnology to Manufacture Medicines,Missing,6 Weeks,3-5 hours per week,$199 USD,MITx_PRO,Biology & Life Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/how-stuff-moves-part-1-linear-motion,"How Stuff Moves, Part 1: Linear Motion",Missing,4 Weeks,$50 USD,Missing,Physics,Introductory,English,English,Missing,,,
https://www.edx.org/course/herramientas-para-la-colaboracion-en-las-redes-de,Herramientas para la colaboración en las redes de valor,"Aprende losconocimientos básicos para la implementación de un modelo de colaboración en una red de valor y sus elementos de gestión. Encontrarás estudios logísticos sobre colaboración de última milla, transporte, uso de activos e información.",5 Weeks,5-7 hours per week,$49.90 USD,logycaX,Business & Management,Intermediate,Español,Missing,,,
https://www.edx.org/course/watershed-systems-and-their-influence-on-water-movement-and-quality,Watershed Systems and Their Influence on Water Movement and Quality,This course focuses on watershed systems and their influences on water movement and water quality. This includes the implications of agriculture and urbanization on water movement and quality within a watershed.,4 Weeks,12-15 hours per week,$160 USD,QueensX,Environmental Studies,Intermediate,English,Missing,,,
https://www.edx.org/course/future-trends-of-fashion-and-textiles-shi-shang-zhi-wei-lai-qu-shi-qu-shi,Future Trends of Fashion and Textiles 時尚之未來趨勢(時尚之未来趋势),[中文介紹在英文介紹之後, 中文介绍在英文介绍之后],6 Weeks,2-6 hours per week,$50 USD,HKPolyUx,Business & Management,Introductory,https://prod-discovery.edx-cdn.org/media/course/image/b32a6606-e744-4935-90c7-07cf75d4be6b-5ee8241591ff.small.jpeg,Missing,,
https://www.edx.org/course/introduction-to-engineering-and-design,Introduction to Engineering and Design,Missing,3 Weeks,2-3 hours per week,$49 USD,BrownX,Engineering,Introductory,English,Missing,,,
https://www.edx.org/course/databases-in-azure,Databases in Azure,Missing,4 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/el-suelo-en-el-sistema-de-siembra-directa,El suelo en el Sistema de Siembra Directa,"En este MOOC se analizarán las evidencias y procesos que se asocian al Sistema de Siembra Directa para mejorar o mantener las propiedades del Suelo; la capacidad de descomponer, neutralizar, almacenar, acomplejar, y otros mecanismos.",4 Weeks,5-7 hours per week,$99 USD,UNCordobaX,Biology & Life Sciences,Intermediate,Español,Missing,,,
https://www.edx.org/course/introduction-to-corporate-finance-2,Introduction to Corporate Finance,Learn how to make better corporate investment decisions to create value for your business.,6 Weeks,3-5 hours per week,$150 USD,UBCx,Business & Management,Intermediate,English,15909,,,
https://www.edx.org/course/managerial-ethics-reflective-practices-for-action,Managerial Ethics: Reflective Practices For Action,Missing,5 Weeks,2-4 hours per week,$50 USD,IIMBx,Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/informacion-estrategica-de-productos-para-la-venta,Información estratégica de productos para la venta,"Este curso en líneaexplora cómo la información debe ser completa, consistente, exacta, oportuna y basada en los estándares de la industriapara que podamos garantizar que la información que llega al cliente es la adecuada.",4 Weeks,3-5 hours per week,$25 USD,logycaX,Business & Management,Introductory,Español,Missing,,,
https://www.edx.org/course/liderazgo-para-mandos-intermedios,Liderazgo para mandos intermedios,"Conoce los diferentes estilos de liderazgo, aprende a ser un líder eficaz y establece un plan personal para mejorar tus habilidades blandas y convertirte en un gran líder.",6 Weeks,4-5 hours per week,$150 USD,UPValenciaX,Business & Management,Intermediate,Español,36178,,,
https://www.edx.org/course/e-learning-course-on-urban-rail-development,e-Learning Course on Urban Rail Development,"Appropriately planned and properly implemented as part of a larger public transportation network, urban rail systems can provide rapid urban mobility and vital access to city centers from surrounding districts. Improving transportation enhances quality of life by giving citizens access to employment opportunities, essential services, urban amenities, and neighboring communities.",7 Weeks,2-3 hours per week,$5 USD,WBGx,Environmental Studies,Introductory,English,Missing,,,
https://www.edx.org/course/managerial-accounting-and-corporate-control,Managerial Accounting and Corporate Control,"How do managers use internal accounting data to make decisions? In this course, you’ll discover how to prepare an analyze accounting information to make complex business decisions.",12 Weeks,8-12 hours per week,$499 USD,IUx,Business & Management,Advanced,English,Missing,,,
https://www.edx.org/course/competency-based-education-the-why-what-and-how,"Competency-Based Education: The Why, What, and How",Missing,6 Weeks,2-4 hours per week,$49 USD,MITx,Education & Teacher Training,Intermediate,English,Missing,,,
https://www.edx.org/course/ap-physics-1-part-2-rotational-motion,AP® Physics 1 - Part 2: Rotational Motion,Missing,4 Weeks,4-6 hours per week,$45 USD,RICEx,Physics,Introductory,English,Missing,,,
https://www.edx.org/course/antropologia-de-la-musica-el-caso-de-las-musicas-d,Antropología de la Música: El Caso de las Músicas del Pacífico Colombiano,Missing,9 Weeks,$25 USD,Missing,Humanities,Introductory,Español,Español,Missing,,,
https://www.edx.org/course/sustainable-energy-capstone-assessment,Sustainable Energy Capstone Assessment,Apply the knowledge and skills you acquired in the Sustainable Energy MicroMasters program through in-depth assessment.,2 Weeks,5-10 hours per week,$50 USD,UQx,Engineering,Advanced,English,Missing,,,
https://www.edx.org/course/landscape-governance-collaborating-across-sectors,Landscape Governance: Collaborating Across Sectors and Scales,Finding local solutions to global challenges relies on collaboration & innovation. Equip yourself with the knowledge & skills to design and implement effective landscape governance that harnesses the power of place for sustainable landscape solutions.,4 Weeks,1-3 hours per week,$99 USD,WageningenX,Social Sciences,Intermediate,English,Missing,,,
https://www.edx.org/course/applied-entrepreneurship-2-acceleration-plan-devel,Applied Entrepreneurship 2: Acceleration Plan Development and Evaluation,"This course guides you through a step-by-step process to create an acceleration plan to grow your business, building on insights from Applied Entrepreneurship Course 1. Eligible learners can choose to participate in an acceleration plan competition, too.",6 Weeks,2-3 hours per week,$149 USD,"UMGC
USMx",Business & Management,Introductory,English,Missing,,,
https://www.edx.org/course/letteratura-latina-dalle-origini-alleta-augustea,"Letteratura latina, dalle origini all'età augustea",Una panoramica dei generi letterari tra repubblica e primo impero.,6 Weeks,4-6 hours per week,$60 USD,FedericaX,Humanities,Introductory,Italiano,Missing,,,
https://www.edx.org/course/introduction-to-programming-using-python,Introduction to Programming Using Python,Missing,16 Weeks,6-15 hours per week,$50 USD,UTArlingtonX,Science,Introductory,English,Missing,,,
https://www.edx.org/course/global-marketing-strategy,Global Marketing Strategy,Missing,6 Weeks,10-12 hours per week,$249 USD,ASUx,Business & Management,Advanced,English,Missing,,,
https://www.edx.org/course/juryx-deliberations-for-social-change,JuryX: Deliberations for Social Change,Missing,7 Weeks,2-3 hours per week,$75 USD,HarvardX,Humanities,Introductory,English,Missing,,,
https://www.edx.org/course/security-in-office-365-2,Security in Office 365,"Learn how to plan, implement, and manage security in Office 365.",5 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Advanced,English,Missing,,,
https://www.edx.org/course/nature-based-metropolitan-solutions,Nature Based Metropolitan Solutions,Missing,6 Weeks,4-6 hours per week,$50 USD,"DelftX
WageningenX
DelftWageningenX",Environmental Studies,Advanced,English,Missing,,,
https://www.edx.org/course/introduction-to-open-education,Introduction to Open Education,Missing,6 Weeks,3-5 hours per week,"₹4,417",UTArlingtonX,Education & Teacher Training,Introductory,English,Missing,,,
https://www.edx.org/course/data-science-a-new-way-of-thinking,Data Science: A New Way of Thinking | 数据科学导论,本课程作为数据科学的先导课和认知类课程，致力于以形象生动的教学模式为学生普及数据挖掘、大数据相关的基础知识、核心概念和思维模式，从工程技术、法律规范、应用实践等不同角度描绘数据科学的美好蓝图。,16 Weeks,3-5 hours per week,$149 USD,TsinghuaX,Computer Science,Introductory,中文,Missing,,,
https://www.edx.org/course/landscape-leadership-catalyse-sustainability,Landscape Leadership: Catalyse Sustainable Development in Landscapes,"Learn how to become a landscape leader! Get the skills to mobilise human resources, manage and resolve conflict and facilitate and motivate stakeholders to achieve SDG-focused sustainable change.",4 Weeks,1-3 hours per week,"₹7,412",WageningenX,Social Sciences,Intermediate,English,Missing,,,
https://www.edx.org/course/useful-genetics-part-2-genes-and-genetic-inheritan,"Useful Genetics, Part 2: Genes and Genetic Inheritance",Missing,5 Weeks,6-8 hours per week,$49 USD,UBCx,Medicine,Intermediate,English,Missing,,,
https://www.edx.org/course/windows-server-2016-security-features-2,Windows Server 2016 Security Features,"Take a deep dive into the new layers of protection built into Windows Server 2016. Learn to further safeguard against security breaches by blocking malicious attacks and enhancing the security of your virtual machines, applications, and data.",5 Weeks,2-4 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/algorithms-and-data-structures-in-c,Algorithms and Data Structures in C#,"Learn the core concepts of data structures and algorithms in C# including how common algorithms work for sorting and searching. Data structures form a major part of applications and understanding how to use them is critical.  
 ",3 Weeks,3-5 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/atomic-and-optical-physics-i-part-3-atom-light-int,Atomic and Optical Physics I– Part 3: Atom-Light Interactions 1 -- Matrix elements and quantized field,Missing,4 Weeks,$50 USD,Missing,Physics,Advanced,English,English,Missing,,,
https://www.edx.org/course/it-support-troubleshooting,IT Support: Troubleshooting,Missing,5 Weeks,3-4 hours per week,$99 USD,Microsoft,Computer Science,Introductory,English,Missing,,,
https://www.edx.org/course/negoziazione-e-comunicazione-efficace,Negoziazione e comunicazione efficace,Conosci le tecniche di negoziazione e impara a gestire il conflitto per poter migliorare il tuo modo di relazionarti con gli altri / Learn about different negotiation techniques to manage conflict and improve the way you relate to other people,9 Weeks,6-8 hours per week,$60 USD,FedericaX,Humanities,Introductory,Italiano,Missing,,,
https://www.edx.org/course/coding-a-scuola-con-software-libero,Coding a scuola con Software Libero,"Il corso propone un percorso didattico basato sul coding per il sostegno dell'apprendimento della matematica, delle arti e della grammatica.",10 Weeks,4-6 hours per week,$60 USD,FedericaX,Education & Teacher Training,Introductory,Italiano,Missing,,,
https://www.edx.org/course/circular-fashion-in-a-sustainable-clothingindustry,"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry","The fundamentals of circular fashion unraveled, learn about circularity in all steps of the fashion value chain. From new textile materials and circular design all the way to business modelling.",5 Weeks,4-6 hours per week,$65 USD,WageningenX,Art & Culture,Introductory,English,11902,,,
https://www.edx.org/course/manufacturing-systems-i,Manufacturing Systems I,"Learn about manufacturing systems and ways to analyze them in terms of material flow and storage, information flow, capacities, and times and durations of events, especially random events.",8 Weeks,10-12 hours per week,$175 USD,MITx,Engineering,Intermediate,English,23223,,,
https://www.edx.org/course/ap-biology-part-2-genetics,AP® Biology - Part 2: Genetics,Missing,4 Weeks,2-4 hours per week,$49 USD,RICEx,Biology & Life Sciences,Introductory,English,Missing,,,
https://www.edx.org/course/enhancing-catholic-school-identity-2,Enhancing Catholic School Identity,How to build a Catholic Dialogue School in a pluralising and secularising world,13 Weeks,8-10 hours per week,$49 USD,KULeuvenX,Education & Teacher Training,Intermediate,English,Missing,,,
https://www.edx.org/course/assessment-of-work-related-injury-risks-using-ramp,Assessment of Work-Related Injury Risks using RAMP I,Learn how to identify and assess risk factors leading to musculoskeletal disorders at the workplace.,12 Weeks,1-2 hours per week,$150 USD,KTHx,Health & Safety,Intermediate,English,Missing,,,
https://www.edx.org/course/la-poverta-nella-societa-contemporanea,La povertà nella società contemporanea,Un'analisi sociologica della povertà per individuare le strategie per contrastarla in diversi contesti sociali,9 Weeks,6-8 hours per week,$60 USD,FedericaX,Social Sciences,Introductory,Italiano,Missing,,,
https://www.edx.org/course/focused-bedside-tte-and-ultrasound,Focused Bedside TTE and Ultrasound,"Dr. Anne-Sophie Beraud developed and implemented an Echocardiography teaching program for the divisions of anesthesia, internal medicine, critical care medicine, and emergency medicine at Stanford Medicine. In this course, Dr. Beraud and Dr. Sara Nikravan will lead you through the core concepts of ultrasound physics, transthoracic echocardiography, and lung ultrasound, as well as hemodynamic and global assessments for echocardiography, the physics of Doppler, and measurement techniques.",5 Weeks,5-10 hours per week,Missing,Medicine,Introductory,English,English,Missing,,,
https://www.edx.org/course/lernen-objekt-orientierter-programmierung,Lernen objekt-orientierter Programmierung,Leicht zugänglicher Einstieg in die faszinierende Welt der Informatik und die Programmierung mit Java.,6 Weeks,3-5 hours per week,$49 USD,TUMx,Computer Science,Introductory,Deutsch,8847,,,
https://www.edx.org/course/data-analysis-in-social-scienceassessing-your-know,Data Analysis in Social Science—Assessing Your Knowledge,"Learn the methods for harnessing and analyzing data to answer questions of cultural, social, economic, and policy interest, and then assess that knowledge-- Part of the MITx MicroMasters program in Statistics and Data Science.",4 Weeks,10-14 hours per week,$300 USD,MITx,Data Analysis & Statistics,Advanced,English,26147,,,
https://www.edx.org/course/cultural-geography-of-the-world,世界文化地理 | Cultural Geography of the World,Missing,4 Weeks,3-4 hours per week,Missing,Humanities,Introductory,中文,中文,Missing,,,
https://www.edx.org/course/gestion-des-aires-protegees-en-afrique,Gestion des aires protégées en Afrique,Missing,13 Weeks,2-4 hours per week,$50 USD,EPFLx,Environmental Studies,Intermediate,Français,Missing,,,
https://www.edx.org/course/statistics-for-business-ii,Statistics for Business - II,Missing,7 Weeks,2-4 hours per week,$50 USD,IIMBx,Business & Management,Intermediate,English,23298,,,
https://www.edx.org/course/intermediate-c-2,Intermediate C++,Expand your C++ knowledge with this Intermediate-level course. Learn more about the language’s unique blend of low-level control and high-level OOP features.,4 Weeks,5-7 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/dante-tra-poesia-e-scienza,Dante tra poesia e scienza,"Comprendere l’avvicendarsi del discorso poetico e scientifico nella Commedia Dantesca, per avvicinare l’uomo «a quell’amor che move il sole e l'altre stelle».",9 Weeks,8-10 hours per week,$60 USD,FedericaX,Literature,Introductory,Italiano,Missing,,,
https://www.edx.org/course/enabling-office-365-clients,Enabling Office 365 Clients,Missing,9 Weeks,3-5 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,Missing,,,
https://www.edx.org/course/tsunamis-and-storm-surges-introduction-to-coastal,Tsunamis and Storm Surges: Introduction to Coastal Disasters,Learn about natural coastal disasters and how you can help improve global disaster management.,6 Weeks,3-4 hours per week,$49 USD,WasedaX,Engineering,Introductory,English,8428,,,
https://www.edx.org/course/how-stuff-moves-part-3-wave-motion,"How Stuff Moves, Part 3: Wave Motion",Missing,4 Weeks,$50 USD,Missing,Physics,Introductory,English,English,Missing,,,
