X_key,Course.ID,EntityType,Name,Length..Hours.,Avg..User.Rating,Total.Enrollments,Total.Ratings,Organiser,Difficulty,Public.URL
NcDr2KWBEeiRuw7EBWN-vA,NcDr2KWBEeiRuw7EBWN-vA,COURSE,"Química, guerra y ética",14,4.727272727272728,1400,22,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/quimica-etica
JLKBSZ4YEeWIkQ6WyNigcw,JLKBSZ4YEeWIkQ6WyNigcw,COURSE,Preventing Chronic Pain: A Human Systems Approach,34,4.722222222222222,12108,126,University of Minnesota,Beginner,https://www.coursera.org/learn/chronic-pain
IME8Drl7Eeet3RK-_YoEFA,IME8Drl7Eeet3RK-_YoEFA,COURSE,Введение в iOS-разработку,16,4.46031746031746,4856,63,"e-legion, ФРОО, Moscow Institute of Physics and Technology",Intermediate,https://www.coursera.org/learn/ios-razrabotka-na-swift
vxUgaKWwEeidiRKo7opZig,vxUgaKWwEeidiRKo7opZig,COURSE,Marketing analytics: Know your customers,13,4.2,837,5,Macquarie University,Beginner,https://www.coursera.org/learn/marketing-analytics-customers
k8OfhUnHEeemlQrrzf9X-A,k8OfhUnHEeemlQrrzf9X-A,COURSE,From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,11,4.571428571428571,9477,63,IE Business School,Beginner,https://www.coursera.org/learn/brand-image-high-impact-campaign
iA2DtsfyEeinmg4faAQDzg,iA2DtsfyEeinmg4faAQDzg,COURSE,Healthcare Data Literacy,15,4.545454545454546,2096,22,"University of California, Davis",Intermediate,https://www.coursera.org/learn/healthcare-data-literacy
gvw1-gKyEeaJMgqy4cb6jQ,gvw1-gKyEeaJMgqy4cb6jQ,COURSE,Fibonacci Numbers and the Golden Ratio,11,4.746753246753247,16251,308,The Hong Kong University of Science and Technology,Beginner,https://www.coursera.org/learn/fibonacci
c-ptI6d3EeiIGRI1AcNBeA,c-ptI6d3EeiIGRI1AcNBeA,COURSE,Учимся понимать ребёнка: руководство для взрослых,12,4.789473684210526,4115,76,Novosibirsk State University ,Beginner,https://www.coursera.org/learn/ponimat-rebenka
X4UVxJixEeeJ1AqiAzpjHA,X4UVxJixEeeJ1AqiAzpjHA,COURSE,Física: Dimensión y Movimiento,23,4.625,4763,72,Tecnológico de Monterrey,Mixed,https://www.coursera.org/learn/fisica-dimension-movimiento
HcvwN7WfEeWkwBIgnN7tuw,HcvwN7WfEeWkwBIgnN7tuw,COURSE,Fundamentos de Android,15,4.660831509846827,25178,457,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/fundamentos
GPCKNtGGEeiXJAqhyc52XA,GPCKNtGGEeiXJAqhyc52XA,COURSE,"Managing ADHD, Autism, Learning Disabilities, and Concussion in School",5,4.845070422535211,1935,71,University of Colorado System,Mixed,https://www.coursera.org/learn/managing-adhd-autism-learning-disabilities-and-concussion-in-school
BNfSeUQ_EeawVwo82dylKw,BNfSeUQ_EeawVwo82dylKw,COURSE,Job Success: Get Hired or Promoted in 3 Steps,5,4.4,21831,180,The State University of New York,Beginner,https://www.coursera.org/learn/get-hired
3pcDEiQkEeaIHgpDgxwMuQ,3pcDEiQkEeaIHgpDgxwMuQ,COURSE,Intellectual Humility: Theory,8,4.530973451327434,18464,226,The University of Edinburgh,Beginner,https://www.coursera.org/learn/intellectual-humility-theory
vqy5rJJMEeehcwpLungpGA,vqy5rJJMEeehcwpLungpGA,COURSE,Transferencia tecnológica: De la investigación al mercado.,10,4.760416666666667,5958,288,Pontificia Universidad Católica de Chile,Beginner,https://www.coursera.org/learn/transferencia-tecnologica-investigacion
ssehpGi7EeeKagq8d9KYcg,ssehpGi7EeeKagq8d9KYcg,COURSE,Requirements Writing,9,4.555555555555555,3954,90,UNSW Sydney (The University of New South Wales),Mixed,https://www.coursera.org/learn/requirements-writing
pDX5iINYEealyAq9mBiU-w,pDX5iINYEealyAq9mBiU-w,COURSE,"Рынки капитала и финансовые институты или ""О чужих деньгах""",27,4.857142857142857,6892,77,"Moscow Institute of Physics and Technology, American Institute of Business and Economics",Beginner,https://www.coursera.org/learn/rynki-kapitala-finansovyye-instituty
VYS0Tv1jEeiCEQrnyjDZDA,VYS0Tv1jEeiCEQrnyjDZDA,COURSE,Dentistry 101,13,4.785714285714286,1787,28,University of Michigan,Beginner,https://www.coursera.org/learn/dentistry101
MjZjgvnpEealaBJvc-7qqA,MjZjgvnpEealaBJvc-7qqA,COURSE,Interacting with the System and Managing Memory,41,4.463768115942029,4882,69,Duke University,Beginner,https://www.coursera.org/learn/interacting-system-managing-memory
FwLlxFfeEeWWpxI8aBTOyQ,FwLlxFfeEeWWpxI8aBTOyQ,COURSE,Research Data Management and Sharing,12,4.601503759398496,13496,266,"The University of North Carolina at Chapel Hill, The University of Edinburgh",Mixed,https://www.coursera.org/learn/data-management
2Hgif4zPEeeypArJuorftg,2Hgif4zPEeeypArJuorftg,COURSE,Building Your Career in Music: Developing A Brand and Funding Your Music,10,4.521739130434782,5293,161,Berklee College of Music,Beginner,https://www.coursera.org/learn/navigate-music-industry-independent-artist
wBp37bIYEemRtxIG3uYysg,wBp37bIYEemRtxIG3uYysg,COURSE,Accounting Data Analytics with Python,31,2,414,1,University of Illinois at Urbana-Champaign,Intermediate,https://www.coursera.org/learn/accounting-data-analytics-python
lMzx9Zw8Eei8YRKKGEAtxg,lMzx9Zw8Eei8YRKKGEAtxg,COURSE,"Visionary leadership, identity & motivation: Become a meaning maker",16,4.705882352941177,1861,17,Macquarie University,Beginner,https://www.coursera.org/learn/visionary-leadership-meaning-maker
_OZnMzM1EeaFHgo3JFU79w,_OZnMzM1EeaFHgo3JFU79w,COURSE,EU policy and implementation: making Europe work!,20,4.420454545454546,8249,88,Universiteit Leiden,Intermediate,https://www.coursera.org/learn/eu-making-europe-work
YZB4KwRgEemMVw7xXzWiVg,YZB4KwRgEemMVw7xXzWiVg,COURSE,Reducing Gun Violence in America: Evidence for Change,19,4.682352941176471,3979,85,Johns Hopkins University,Beginner,https://www.coursera.org/learn/gun-violence
W9fZBNdhEeWVxxJZNAJSHQ,W9fZBNdhEeWVxxJZNAJSHQ,COURSE,Academic Discussions in English,20,4.372093023255814,13287,43,"University of California, Irvine",Intermediate,https://www.coursera.org/learn/academic-discussion-english
VyHnEjaTEeWfzhKP8GtZlQ,VyHnEjaTEeWfzhKP8GtZlQ,COURSE,Leading Organizations,18,4.658536585365853,9928,205,HEC Paris,Mixed,https://www.coursera.org/learn/leading-organizations
RKMa0PTnEeSR9SIAC7LYOA,RKMa0PTnEeSR9SIAC7LYOA,COURSE,Fundamentals of Global Energy Business,24,4.556923076923077,22364,325,University of Colorado System,Mixed,https://www.coursera.org/learn/energy-business
DAJLDyr8EeWGvAojQA48rw,DAJLDyr8EeWGvAojQA48rw,COURSE,European Business Law: Doing Business in Europe,11,4.715277777777778,12266,288,Lund University,Mixed,https://www.coursera.org/learn/eu-law-doing-business
8limdNy3EeWyqBL0ju_dbQ,8limdNy3EeWyqBL0ju_dbQ,COURSE,人工智慧：搜尋方法與邏輯推論 (Artificial Intelligence - Search & Logic),28,4.755952380952381,15921,168,National Taiwan University,Beginner,https://www.coursera.org/learn/rengong-zhineng
zfZ1eLJIEee1URLG_iv35A,zfZ1eLJIEee1URLG_iv35A,COURSE,"Ислам: история, культура, практика (Islam: history, culture, praxis)",26,4.822222222222222,4799,45,Saint Petersburg State University,Beginner,https://www.coursera.org/learn/islam-istoriya-kultura
q6P-8ed8EeSglCIACzUL2A,q6P-8ed8EeSglCIACzUL2A,COURSE,Energy 101: The Big Picture,13,4.341269841269841,20608,504,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/energy-101
liCcf7k3EemfeQ62MMM5rA,liCcf7k3EemfeQ62MMM5rA,COURSE,Introduction to Climate Change and Health,14,4.675675675675675,1748,37,Yale University,Beginner,https://www.coursera.org/learn/introduction-climate-change-health
jqiHLNbqEeeeugriPTTa_A,jqiHLNbqEeeeugriPTTa_A,COURSE,Deploying Machine Learning Models,11,3.857142857142857,1726,14,University of California San Diego,Mixed,https://www.coursera.org/learn/deploying-machine-learning-models
jB4S7oIAEeWVOA72XBQbjQ,jB4S7oIAEeWVOA72XBQbjQ,COURSE,Classical papers in molecular genetics,28,4.707317073170731,13263,123,University of Geneva,Mixed,https://www.coursera.org/learn/papers-molecular-genetics
beYYQ8cFEeiGvg5u5QRx2A,beYYQ8cFEeiGvg5u5QRx2A,COURSE,Humanidades digitales,8,4.574074074074074,3156,108,Universitat Autònoma de Barcelona,Beginner,https://www.coursera.org/learn/humanidades-digitales
a9S36isyEeWccAqzeA4VPw,a9S36isyEeWccAqzeA4VPw,COURSE,Leer a Macondo: la obra de Gabriel García Márquez,21,4.851851851851852,18291,243,Universidad de los Andes,Mixed,https://www.coursera.org/learn/macondo-gabriel-garcia-marquez
UMooQlv8EeWzUQ41NnCQkQ,UMooQlv8EeWzUQ41NnCQkQ,COURSE,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",23,4.337662337662338,9260,77,"Royal Holloway, University of London, University of London",Beginner,https://www.coursera.org/learn/film-images
SdHxfbfoEeaySxJObWl3bA,SdHxfbfoEeaySxJObWl3bA,COURSE,Network Dynamics of Social Behavior,8,4.657608695652174,5294,184,University of Pennsylvania,Beginner,https://www.coursera.org/learn/networkdynamics
PifzBSv3EeWLVg5w1LoYqQ,PifzBSv3EeWLVg5w1LoYqQ,COURSE,New Venture Finance: Startup Funding for Entrepreneurs,14,4.57429718875502,21054,249,"University of Maryland, College Park",Mixed,https://www.coursera.org/learn/startup-funding
Cryjy28DEeis-grgLlL-jg,Cryjy28DEeis-grgLlL-jg,COURSE,Supply chain management: Be global,19,4.764705882352941,2687,34,Macquarie University,Beginner,https://www.coursera.org/learn/supply-chain-management-global
BpENQRmdEemE1g7SjlWZVg,BpENQRmdEemE1g7SjlWZVg,COURSE,Patent Law,10,4.857142857142857,1587,56,University of Pennsylvania,Mixed,https://www.coursera.org/learn/patents
8ZbHjRtCEeWBKhJRV_B8Gw,8ZbHjRtCEeWBKhJRV_B8Gw,COURSE,Materials Data Sciences and Informatics,10,4.287037037037037,5708,108,Georgia Institute of Technology,Intermediate,https://www.coursera.org/learn/material-informatics
236umrjFEee3pwoql1lO6A,236umrjFEee3pwoql1lO6A,COURSE,FPGA computing systems: Background knowledge and introductory materials,12,4.56,4725,50,Politecnico di Milano,Beginner,https://www.coursera.org/learn/fpga-intro
gjwSt8CPEea6Aw7w3S-LDA,gjwSt8CPEea6Aw7w3S-LDA,COURSE,Creativity Toolkit I: Changing Perspectives,12,4.679802955665025,5369,203,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/creativity-toolkit-1
ebRQ7fLtEean7ApB_Olrug,ebRQ7fLtEean7ApB_Olrug,COURSE,"Leading for Equity, Diversity and Inclusion in Higher Education",14,4.72972972972973,4450,74,University of Michigan,Intermediate,https://www.coursera.org/learn/leading-for-equity-diversity-inclusion
QuKyoTrbEeWJaxK5AT4frw,QuKyoTrbEeWJaxK5AT4frw,COURSE,Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe,56,4.662650602409639,9204,83,University of Colorado System,Beginner,https://www.coursera.org/learn/medieval-europe
Hm73dlDLEeWeiwqPB940Pw,Hm73dlDLEeWeiwqPB940Pw,COURSE,Composición de canciones,31,4.714285714285714,10381,126,"Banco Interamericano de Desarrollo, Berklee College of Music",Mixed,https://www.coursera.org/learn/composicion-canciones
uhmPeQZHEeWNRCIAC3rB3Q,uhmPeQZHEeWNRCIAC3rB3Q,COURSE,Statistical Molecular Thermodynamics,33,4.898936170212766,12796,188,University of Minnesota,Beginner,https://www.coursera.org/learn/statistical-thermodynamics
n5YH8DMNEeafcg4Q-TkaVQ,n5YH8DMNEeafcg4Q-TkaVQ,COURSE,Meaningful Marketing Insights,15,4.319727891156463,11003,147,Emory University,Intermediate,https://www.coursera.org/learn/meaningful-marketing-insights
lfKT5sS3EeWhPQ55lNYVVQ,lfKT5sS3EeWhPQ55lNYVVQ,COURSE,From Climate Science to Action,13,4.763313609467455,10253,169,The World Bank Group,Beginner,https://www.coursera.org/learn/climate-science
d1D5SCmGEeWEOhKP8F7imw,d1D5SCmGEeWEOhKP8F7imw,COURSE,Magnetics for Power Electronic Converters,17,4.791925465838509,10019,322,University of Colorado Boulder,Intermediate,https://www.coursera.org/learn/electronic-converters
__bnhJ70EeicNQ6DbYbaeA,__bnhJ70EeicNQ6DbYbaeA,COURSE,Креативная коммуникация: методы и инструменты,23,4.727272727272728,3837,11,Saint Petersburg State University,Advanced,https://www.coursera.org/learn/kreativnaya-kommunikatsiya
Z7-ViyT-EeW5pgpJEN0S6w,Z7-ViyT-EeW5pgpJEN0S6w,COURSE,Game Development for Modern Platforms,19,4.77046783625731,22385,684,Michigan State University,Mixed,https://www.coursera.org/learn/gamedev-platforms
LrU03MUAEem-sQ7R3sNHVg,LrU03MUAEem-sQ7R3sNHVg,COURSE,Queering Identities: LGBTQ+ Sexuality and Gender Identity,13,4.833333333333333,529,6,University of Colorado System,Beginner,https://www.coursera.org/learn/queeringidentities
IjmG7ah6EeWhzw6RmNsYkQ,IjmG7ah6EeWhzw6RmNsYkQ,COURSE,The Fall and Rise of Jerusalem,20,4.544303797468355,11774,158,Tel Aviv University,Mixed,https://www.coursera.org/learn/jerusalem
HVjlxtHlEea6rA7xa5ZVSg,HVjlxtHlEea6rA7xa5ZVSg,COURSE,Chimpanzee Behavior and Conservation,16,4.942307692307692,2299,52,Duke University,Beginner,https://www.coursera.org/learn/chimp
G6SPg3t8EeeAExLLhasP5A,G6SPg3t8EeeAExLLhasP5A,COURSE,The Oral Cavity: Portal to Health and Disease,14,4.869230769230769,4448,130,University of Pennsylvania,Intermediate,https://www.coursera.org/learn/oralcavity
FSHKvQppEeiLwAqMoHVgWg,FSHKvQppEeiLwAqMoHVgWg,COURSE,Практики управленческой аналитики в MS Excel,18,4.763636363636364,3345,55,Saint Petersburg State University,Intermediate,https://www.coursera.org/learn/praktiki-upravlencheskoy-analitiki-excel
tzftbXPpEeit_QosOZWItA,tzftbXPpEeit_QosOZWItA,COURSE,Manejo moderno de la caries dental,15,4.813953488372093,3049,43,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/tratamiento-caries
koALKnp3EeWX2xK7ROQidQ,koALKnp3EeWX2xK7ROQidQ,COURSE,Advanced Interviewing Techniques,16,4.666666666666667,19171,84,"University of Maryland, College Park",Mixed,https://www.coursera.org/learn/interview-techniques
gni-lkeREeaNmhKFnqHOVQ,gni-lkeREeaNmhKFnqHOVQ,COURSE,Investments II: Lessons and Applications for Investors,14,4.790554414784395,10411,487,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/investments-applications
UnzxJW4jEeez8xK4FEa7iA,UnzxJW4jEeez8xK4FEa7iA,COURSE,Light Emitting Diodes and Semiconductor Lasers,25,3.857142857142857,2018,7,University of Colorado Boulder,Advanced,https://www.coursera.org/learn/leds-semiconductor-lasers
QxbndN9FEeWxQg6ioCYbHw,QxbndN9FEeWxQg6ioCYbHw,COURSE,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",20,4.704081632653061,8784,98,University of California San Diego,Beginner,https://www.coursera.org/learn/comparing-genomes
F_lGRlU4EeWaMw4b4yEpbw,F_lGRlU4EeWaMw4b4yEpbw,COURSE,Основы вирусологии (Introduction to Virology),23,4.841121495327103,11046,214,Novosibirsk State University ,Mixed,https://www.coursera.org/learn/nsu-virology
Bd1hjQihEeanEwrcMmtTvw,Bd1hjQihEeanEwrcMmtTvw,COURSE,Basics of Extracellular Vesicles,14,4.773809523809524,9530,168,"University of California, Irvine",Intermediate,https://www.coursera.org/learn/extracellular-vesicles
ApVo5lRrEeiGKxInOEegGg,ApVo5lRrEeiGKxInOEegGg,COURSE,Study Designs in Epidemiology,7,4.855555555555555,1525,90,Imperial College London,Intermediate,https://www.coursera.org/learn/study-designs-epidemiology
8cCaMoJkEeWXJRLCDq5sWw,8cCaMoJkEeWXJRLCDq5sWw,COURSE,The Emergence of the Modern Middle East - Part II,13,4.776758409785932,11933,327,Tel Aviv University,Mixed,https://www.coursera.org/learn/modern-middle-east-2
7wgO704hEeiKBBJnjV2o_g,7wgO704hEeiKBBJnjV2o_g,COURSE,Core Interaction Programming,13,4.551724137931035,3990,116,Unity,Intermediate,https://www.coursera.org/learn/core-interaction-programming
6OW7QJ3WEeWILQ7D3uPEMw,6OW7QJ3WEeWILQ7D3uPEMw,COURSE,Leading Positive Change through Appreciative Inquiry,19,4.732824427480916,8139,131,Case Western Reserve University,Mixed,https://www.coursera.org/learn/appreciative-inquiry
3x9UKw40EeeYSwoRrxflRA,3x9UKw40EeeYSwoRrxflRA,COURSE,Reporting extra-financier et stratégie RSE,12,4.723214285714286,3985,112,ESSEC Business School,Beginner,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
1IxAHTxmEeWdUgozVKt3nw,1IxAHTxmEeWdUgozVKt3nw,COURSE,Children Acquiring Literacy Naturally,11,4.225806451612903,6294,31,"University of California, Santa Cruz",Beginner,https://www.coursera.org/learn/children-literacy
s6-4dWF6EeWQkBIrm_qxoQ,s6-4dWF6EeWQkBIrm_qxoQ,COURSE,Comprendre les Microcontroleurs,37,4.743243243243243,6836,74,École Polytechnique Fédérale de Lausanne,Intermediate,https://www.coursera.org/learn/microcontroleurs
nW1dUu13Eea2mxLTB28_VA,nW1dUu13Eea2mxLTB28_VA,COURSE,Strategic Innovation: Managing Innovation Initiatives,15,4.768518518518518,4004,216,University of Illinois at Urbana-Champaign,Intermediate,https://www.coursera.org/learn/strategic-innovation-innovation-at-the-frontier
m4VAhBO8EeelzQod6J-aLA,m4VAhBO8EeelzQod6J-aLA,COURSE,Global Trends for Business and Society,11,4.784982935153583,4472,293,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-global-trends-business
UCVlZaWxEeSHRCIACyUEiQ,UCVlZaWxEeSHRCIACyUEiQ,COURSE,生物信息学: 导论与方法,32,4.736196319018405,14485,163,Peking University,Mixed,https://www.coursera.org/learn/sheng-wu-xin-xi-xue
NlhsjCBIEeqlcwp1n32-AQ,NlhsjCBIEeqlcwp1n32-AQ,COURSE,Lesson | Small Talk & Conversational Vocabulary,4,NA,182,0,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/lesson-small-talk-and-conversational-vocabulary
KEY9D8SzEeWhPQ55lNYVVQ,KEY9D8SzEeWhPQ55lNYVVQ,COURSE,Java程序设计,37,4.696335078534031,22222,191,Peking University,Intermediate,https://www.coursera.org/learn/java-chengxu-sheji
GkyTjuR5EeWpUQ6vdoq9ZQ,GkyTjuR5EeWpUQ6vdoq9ZQ,COURSE,Cybersecurity and the Internet of Things,7,4.506887052341598,14624,363,University System of Georgia,Intermediate,https://www.coursera.org/learn/iot-cyber-security
EMxQwlTHEeepwQ7R5mPDbg,EMxQwlTHEeepwQ7R5mPDbg,COURSE,Введение в данные,9,4.688073394495412,4840,109,Novosibirsk State University ,Intermediate,https://www.coursera.org/learn/vvedeniye-dannyye
Cil8XPTgEeSlpiIAC7NwBA,Cil8XPTgEeSlpiIAC7NwBA,COURSE,Scaling Operations: Linking Strategy and Execution,15,4.593406593406593,9461,91,Northwestern University,Mixed,https://www.coursera.org/learn/operations-strategy
2InHZhR3EeW_mxLPrCkAqw,2InHZhR3EeW_mxLPrCkAqw,COURSE,C程序设计进阶,23,4.861618798955614,16531,766,Peking University,Mixed,https://www.coursera.org/learn/c-chengxu-sheji
yXNUmeMfEeia9w5DXoJ30A,yXNUmeMfEeia9w5DXoJ30A,COURSE,Mastering Statics,22,4.75,990,8,The Hong Kong University of Science and Technology,Intermediate,https://www.coursera.org/learn/mastering-statics
nwcmZ4SGEeiFWQ550S4zqg,nwcmZ4SGEeiFWQ550S4zqg,COURSE,An Introduction to Accessibility and Inclusive Design,22,4.5,956,10,University of Illinois at Urbana-Champaign,Beginner,https://www.coursera.org/learn/accessibility
kKyRFEEiEeWB_AoW1KYI4Q,kKyRFEEiEeWB_AoW1KYI4Q,COURSE,"Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional",4,4.502824858757062,16698,531,"University of California, Irvine",Mixed,https://www.coursera.org/learn/trabaja-inteligentemente
c-x3YlYGEemN9g673em_oA,c-x3YlYGEemN9g673em_oA,COURSE,Data in Database,13,3.615384615384615,1564,13,Arizona State University,Intermediate,https://www.coursera.org/learn/data-in-database
U5V8GPhdEeSvDyIAC12Nyg,U5V8GPhdEeSvDyIAC12Nyg,COURSE,Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,11,4.747619047619048,21503,210,Pontificia Universidad Católica de Chile,Mixed,https://www.coursera.org/learn/liderazgo-educativo
GtBnESNNEemgCw6mOm9edg,GtBnESNNEemgCw6mOm9edg,COURSE,Graphic Elements of Design: Color Theory and Image Formats,6,4.9,1216,10,University of Colorado Boulder,Beginner,https://www.coursera.org/learn/graphic-elements-design
EfPExbViEeeQrQpzlgG3Wg,EfPExbViEeeQrQpzlgG3Wg,COURSE,Психология признания и самозанятости,8,4.071428571428571,7606,28,National Research Tomsk State University,Beginner,https://www.coursera.org/learn/psihologiya-priznaniya-i-samozanyatosti
6y0D9VXvEeeDLBIonVfq9g,6y0D9VXvEeeDLBIonVfq9g,COURSE,International Water Law,11,4.734177215189874,5081,79,University of Geneva,Intermediate,https://www.coursera.org/learn/international-water-law
5Xg-tcybEei1rRJFOaVb8A,5Xg-tcybEei1rRJFOaVb8A,COURSE,Теория функций комплексного переменного,30,4.75,1413,4,National Research University Higher School of Economics,Intermediate,https://www.coursera.org/learn/complex-variable
urbm-CT-EeWCGRL6mLoB5w,urbm-CT-EeWCGRL6mLoB5w,COURSE,Business of Games and Entrepreneurship,16,4.365411436541144,17459,717,Michigan State University,Mixed,https://www.coursera.org/learn/gamedev-business
iCIGe_T6EeS-1yIAC7MN4w,iCIGe_T6EeS-1yIAC7MN4w,COURSE,Experimental Methods in Systems Biology,20,4.543478260869565,11021,184,Icahn School of Medicine at Mount Sinai,Mixed,https://www.coursera.org/learn/experimental-methods
e74M7ThfEeaceBK_gzS6ow,e74M7ThfEeaceBK_gzS6ow,COURSE,Intercultural Management,9,4.544871794871795,4698,156,ESCP Business School,Beginner,https://www.coursera.org/learn/intercultural
T7-SiNc6EeiAqAoF2ruImA,T7-SiNc6EeiAqAoF2ruImA,COURSE,Методология научных исследований и котики,19,4.8,1220,10,"ФРОО, National Research Tomsk State University",Beginner,https://www.coursera.org/learn/metodologiya-nauchnyh-issledovanij-kotiki
DZdJEXhOEeeVURJkHL48UA,DZdJEXhOEeeVURJkHL48UA,COURSE,Психотехнологии работы с персоналом (Psychotechnologies of personnel management),35,4.725,5914,40,Saint Petersburg State University,Beginner,https://www.coursera.org/learn/psikhotekhnologii-raboty
AT_1psTQEee5MA6epWiEig,AT_1psTQEee5MA6epWiEig,COURSE,Diseño instruccional para el aprendizaje activo,19,4.590909090909091,1949,66,Tecnológico de Monterrey,Beginner,https://www.coursera.org/learn/aprendizaje-activo
6Q8IFxgbEei-DRJc5RbeSA,6Q8IFxgbEei-DRJc5RbeSA,COURSE,Healthcare Organizations and the Health System,11,4.725490196078432,1874,51,Rutgers the State University of New Jersey,Beginner,https://www.coursera.org/learn/healthcare-organizations-health-system
58H3s7ZHEeW2iwpbOuagWQ,58H3s7ZHEeW2iwpbOuagWQ,COURSE,3D Printing Applications,17,4.558139534883721,12216,387,University of Illinois at Urbana-Champaign,Beginner,https://www.coursera.org/learn/3d-printing-applications
4AfNP6loEeevAAqY8Yp9-A,4AfNP6loEeevAAqY8Yp9-A,COURSE,Основы разработки на С++: черный пояс,44,5,1362,12,"E-Learning Development Fund, Moscow Institute of Physics and Technology, Yandex",Intermediate,https://www.coursera.org/learn/c-plus-plus-black
v6WP2snaEeWOSQ7DzjkS2Q,v6WP2snaEeWOSQ7DzjkS2Q,COURSE,Emergence of Life,37,4.28169014084507,9879,71,University of Illinois at Urbana-Champaign,Beginner,https://www.coursera.org/learn/emergence-of-life
Y1sD7WReEeSPwSIACy-XPg,Y1sD7WReEeSPwSIACy-XPg,COURSE,Organic Solar Cells - Theory and Practice,15,4.620334620334621,58336,777,Technical University of Denmark (DTU),Mixed,https://www.coursera.org/learn/solar-cell
XZNGlISTEeWxQQoymFg8zQ,XZNGlISTEeWxQQoymFg8zQ,COURSE,L'entrepreneuriat social : de l'envie au projet,10,4.651685393258427,7185,89,ESSEC Business School,Beginner,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
HYFQ1GA3EeWHOBLr-5YFsw,HYFQ1GA3EeWHOBLr-5YFsw,COURSE,Serious Gaming,15,4.450777202072539,14069,193,Erasmus University Rotterdam,Mixed,https://www.coursera.org/learn/serious-gaming
_EyJLru_EeWuCAqiwoZfSw,_EyJLru_EeWuCAqiwoZfSw,COURSE,Investment Strategies and Portfolio Analysis,17,4.090909090909091,9942,154,Rice University,Mixed,https://www.coursera.org/learn/investment-strategies-portfolio-analysis
InqtV6WiEeiDiw4YwP822A,InqtV6WiEeiDiw4YwP822A,COURSE,Management and financial accounting: Know your numbers 1,5,4.5,1084,14,Macquarie University,Beginner,https://www.coursera.org/learn/management-accounting
AGFuxG4WEeaROwpt0rzXOQ,AGFuxG4WEeaROwpt0rzXOQ,COURSE,Oral Communication for Engineering Leaders,25,4.678571428571429,5644,28,Rice University,Mixed,https://www.coursera.org/learn/oral-communication
yaJi8EQ4EeiajA5pPRmC1g,yaJi8EQ4EeiajA5pPRmC1g,COURSE,Simple Regression Analysis in Public Health,17,4.71830985915493,2024,71,Johns Hopkins University,Beginner,https://www.coursera.org/learn/simple-regression-analysis-public-health
jZVi525OEeW8nw5ORrHGtQ,jZVi525OEeW8nw5ORrHGtQ,COURSE,"Programming Languages, Part C",21,4.946127946127946,12202,297,University of Washington,Mixed,https://www.coursera.org/learn/programming-languages-part-c
_HYzDzDHEeiWTQ4fi9qqFg,_HYzDzDHEeiWTQ4fi9qqFg,COURSE,人工智慧：機器學習與理論基礎 (Artificial Intelligence - Learning & Theory),26,4.764705882352941,4706,17,National Taiwan University,Intermediate,https://www.coursera.org/learn/ai2
YX7uVxsLEeq7sAoBB0lfXw,YX7uVxsLEeq7sAoBB0lfXw,COURSE,"Smart Analytics, Machine Learning, and AI on GCP",9,3.25,299,4,Google Cloud,Intermediate,https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp
FlC5ALUgEeinWBJDg6OkoA,FlC5ALUgEeinWBJDg6OkoA,COURSE,Fundamentals of Immunology: Death by Friendly Fire,19,4.6,2509,35,Rice University,Intermediate,https://www.coursera.org/learn/immunology-friendlyfire
9p1NWzJzEeWFJhJQP1CW-Q,9p1NWzJzEeWFJhJQP1CW-Q,COURSE,World Design for Video Games,11,4.386690647482014,20427,556,California Institute of the Arts,Beginner,https://www.coursera.org/learn/video-game-world
-FpKiRmcEem6cA6kboa4Lg,-FpKiRmcEem6cA6kboa4Lg,COURSE,Copyright Law,10,4.852459016393443,1496,61,University of Pennsylvania,Mixed,https://www.coursera.org/learn/copyright-law
v_gyWRtIEemq4hJPp9j-Lg,v_gyWRtIEemq4hJPp9j-Lg,COURSE,Exploiting and Securing Vulnerabilities in Java Applications,16,4.4,732,5,"University of California, Davis",Intermediate,https://www.coursera.org/learn/exploiting-securing-vulnerabilities-java-applications
QKuGrOVSEeWqgA7hWaP3zw,QKuGrOVSEeWqgA7hWaP3zw,COURSE,Cities are back in town : urban sociology for a globalizing urban world,19,4.477876106194691,17033,113,Sciences Po,Beginner,https://www.coursera.org/learn/urban-development
